Company,Carbon_Emissions_Score,Community_Engagement_Score,Cybersecurity_Score,Diversity_Equity_Inclusion_Score,ESG_Disclosure_Score,Energy_Efficiency_Score,Governance_Score,Human_Rights_Score,Labor_Practices_Score,Renewable_Energy_Percentage,Sustainable_Products_Score,Transparency_Score,Waste_Management_Score,Water_Usage
Company_42,50.52,73.36,79.35,86.47,65.19,96.29,78.05,77.38,81.18,35.84,60.26,82,97.8,8664.91
Company_94,81.02,97.79,66.28,73.22,85.41,87.52,60.25,66.71,92.68,28.45,61.94,54.93,79.13,34104.93
Company_80,66.2,92.87,77.86,83.67,63.06,71.41,69.37,67.05,80.77,26.24,85.83,69.67,60.29,2822.15
Company_46,95.42,72.56,85.28,83.42,92.58,50.69,53.52,87.86,94.42,19.88,84.43,74,57.62,10251.3
Company_26,84.91,89.76,80.96,97.22,57.44,68.74,89.23,82.72,79.66,0.83,90.18,53.15,59,48247.56
Company_44,66.19,85.9,64.96,61.7,90.73,53.83,60.25,97.83,85.25,95.05,91.13,55.45,64.83,49766.91
Company_53,60.86,96.98,78.82,64.1,52.01,65.75,92.86,78.1,85.34,2.11,89.31,98.85,58.11,7610.62
Company_100,74.02,90.37,97.37,60.54,58.28,95.05,94.26,97.36,82.14,5.1,84.01,56.96,81.59,12143.82
Company_32,57.32,86.2,81.39,56.89,78.54,57.14,65.56,87.68,59.81,83.16,99.58,72.5,95.09,12994.59
Company_78,87.89,53.7,77.05,80.07,67.94,88.47,70.11,61.82,76.56,7.25,80.92,77.93,80.46,36496.22
Company_31,61.59,70.55,96.21,73.3,89.89,57.34,56.11,66.74,84.86,19.48,87.88,83.88,67.46,2171.49
Company_88,92.87,61.03,61.19,72.22,77.79,80.82,83.49,82.34,79.43,97.46,53.44,82.2,57.48,41633.46
Company_81,81.54,86.64,94.91,79.84,59.13,75.4,77.06,89.51,53.11,56.31,67.84,85.18,58.74,15621.09
Company_22,74.55,51.08,70.8,71.05,56.15,61.39,56.52,87.79,69.01,8.57,59.51,54.88,80.21,4398
Company_63,98.79,82.84,87.31,72.14,68.83,60.03,96.1,97.5,64.45,49.22,52,60.45,62.68,39150.6
Company_70,74.73,85.84,74.54,92.07,84.03,67.08,56.91,66.48,60.89,17.2,58.43,51.8,93.55,14968.27
Company_91,79.17,89.04,76.3,92.58,76.13,92.23,95.3,84.41,75.65,4.88,74.38,86.02,59.6,44628.57
Company_66,97.8,91.86,93.29,63.33,52.51,88.51,95.51,52.26,80.84,42.49,91.41,99.9,82.09,3769.86
Company_36,88.6,53.87,95.59,81.65,62.85,89.64,61.17,60.13,67.98,18.31,86.42,91.36,87.71,3468.95
Company_99,87.78,92.06,97.66,86.41,91.85,96.94,74.09,68.38,71.97,62.13,96.49,58.09,79.09,44520.62
Company_93,93.27,82.88,74.41,60.26,75.77,57.65,64.81,56.87,65.22,83.27,68.51,54.37,88.19,46061.49
Company_49,90.72,73.53,82.29,94.59,77.52,87.53,50.04,80.07,75.9,29.67,98.38,86.52,59.25,28923.38
Company_12,60.07,82.49,64.81,67.01,55.23,66.07,74.99,63.78,79.33,94.32,85.24,71.67,95.73,14257.24
Company_40,81.49,61.5,64.18,74.61,50.51,83.52,97.73,54.93,96.87,13.31,92.69,83.35,65.7,20883.61
Company_44,54.67,99.32,75.92,65.87,80.19,59.72,55.19,79.03,51.97,19.76,59.68,87.24,68.44,48366.83
Company_3,59.44,53.58,75.04,81.44,74.17,83.27,98.79,83,64.13,46.6,55.03,68.31,52.43,38186.83
Company_44,84.53,78.77,73.98,77.99,54.73,63.57,58.15,97.34,80.2,93.45,90.1,74.81,87.04,10629.66
Company_38,99.51,54.77,54.65,93.98,98.66,94.14,63.57,80.17,77.1,6.98,70.22,60.98,80.38,8903.56
Company_74,85.69,67.43,91.62,61.5,96.98,91.41,90.09,82.12,85.65,93.27,83.58,88,97.04,28414.66
Company_43,56.58,78.27,98.91,89.21,97.24,94.8,72.54,70.29,83.38,80.23,53.55,93.01,99.79,19970.36
Company_11,90.48,89.96,56.71,59.75,97.99,79.94,56.4,84.8,99.24,66.22,55.97,74.3,83.26,37738.97
Company_6,73.22,77.19,81.55,56.66,79.23,90.52,59.07,65.83,87.5,98.25,69.61,64.33,83.28,30191.66
Company_33,73.02,78.51,62.21,66.25,72.22,95.64,83.59,63.04,82.31,66.67,74.1,88.3,87.34,26857.35
Company_40,88.85,54.44,79,98.34,57.21,60.12,66.31,55.56,95.13,46.95,67.93,91.2,56.81,33094.73
Company_75,87.81,52.33,86.9,71.65,80.46,96.16,80.85,86.47,57.22,50.89,78.64,59.41,96.93,47613.51
Company_93,64.08,91.88,60.37,98.49,70.41,94.02,67.99,72.65,97.2,22.16,88.42,66.13,82.21,37099.88
Company_82,57.22,84.24,97.18,69.59,71.24,86.3,50.51,64.54,84.25,69.36,54.61,96.21,82.84,43610.66
Company_73,77.68,54.57,96.43,62.34,62.37,56.73,53.48,94.16,63.97,35.96,80.44,98.49,91.97,15631.82
Company_78,84.22,63.69,75.22,93.26,55.52,94.14,94.06,50.65,68.06,28.63,85.32,75.68,95.35,13914.08
Company_8,84.56,61.19,63.01,77.34,70.57,73.77,67.38,72.29,96.92,32,52.99,62.33,52.95,2553.96
Company_79,72.51,65.32,93.58,65.27,51.18,68.74,79.62,65.71,50.86,22.54,67.48,75.08,88.43,6135.49
Company_33,62.05,81.49,68.8,52.81,88.63,73.1,94.78,73.69,80.75,30.41,78.04,93.82,98.97,3665.92
Company_91,71.44,86.05,83.65,71.16,71.49,64.75,52.27,57.31,64.2,75.19,99.35,70.84,57.28,10780.45
Company_33,53.77,64.01,83.59,96.07,65.29,72.75,55.39,60.44,51.53,3.29,79.2,52.5,94.15,21730.34
Company_24,92.59,97.2,53.64,99.48,96.41,64.79,52.08,85.89,61.17,39.01,79.86,66.35,90.47,26413.93
Company_59,95.34,93.48,88.55,84.56,82.11,76.02,71.85,92.4,81.9,13.51,69.37,80.33,50.6,28628.64
Company_28,58.43,95.05,65.39,79.39,56.05,72.69,53.63,80.25,58.07,67.11,68.24,90.24,97.36,40102.6
Company_75,58.64,76.54,51.93,50.36,81.97,88.75,75.85,60.95,64.97,83.71,83.69,76.16,82.1,16624.95
Company_36,93.61,93.6,56.89,95.72,79.25,78.27,54.7,59.59,64.28,8.87,61.72,65.44,59.61,10794.8
Company_88,61.69,73.99,60.6,64.61,52.16,53.21,69.67,84.2,52.29,45.69,81.18,62.6,64.95,8948.1
Company_85,83.01,79.13,73.02,84.99,73.02,97.74,52.69,89.48,66.06,75.13,99.29,55.31,82.06,37229.43
Company_71,53.15,81.48,63.11,96.61,67.42,77.97,53.98,90.58,52.65,81.51,78.72,63.67,77.87,47848.04
Company_95,67.62,57.54,79.13,75.82,79.85,81.39,83.51,55.26,87.98,16.44,65.72,67.25,78.69,32403.67
Company_30,60.9,73.91,97.2,85.96,91.75,78.36,87.12,58.13,59.62,84.56,64.3,51.74,90.89,44984.61
Company_15,78.18,86.62,82.95,67.38,77.47,50.37,89.73,96.06,75.77,34.36,89.18,78.53,59.01,9977.5
Company_80,53.83,53.9,50.4,59.24,89.14,68.81,71.77,81.41,51.42,38.42,68.91,93.66,83.49,39810.25
Company_95,66.41,51.65,83.3,93.29,77.11,91.71,85.72,95.76,95.95,81.2,77.88,88,54.55,8617.67
Company_15,82.2,98.03,82.27,63.32,93.88,71,60.13,84.01,72.56,52.48,70.5,73.62,56.95,9554.08
Company_9,79.24,63.39,84.91,83.46,55.82,51.88,59.65,60.15,58.16,85.93,82.02,91.05,68.94,10894.73
Company_44,62.44,74.22,79.55,88.83,85.14,88.09,69.87,85.61,53.87,69.81,72.04,84.89,73.71,30338.68
Company_37,81.98,93.5,80.96,70,82.69,61.12,73.98,65.41,78.73,62.72,58.8,86.64,62.06,9824.96
Company_93,78.54,98.11,75.61,66.81,71.77,55.11,59.52,59.28,91.66,65.8,88.87,79.72,84.26,13834.87
Company_64,86.56,58.91,72.48,67.37,67.06,69.99,52.61,61.53,91.68,70.63,89.1,88.26,79.4,5669.85
Company_92,96.3,75,65.52,72.89,78.06,87.14,99.16,59.89,71.61,6.4,65.98,63.83,81.33,19620.33
Company_46,69.71,52.87,76.16,97.23,86.47,53.85,72.7,91.21,56.19,33.88,76.64,92.78,89.7,28551.83
Company_62,56.99,95.19,70.92,83.62,89.58,85.26,66.29,78.06,84.16,20.39,56.01,86.09,78.81,5508.96
Company_7,78.35,88.56,76.28,79.55,98.34,54.95,96.35,86.01,88.8,71.74,94.7,82.19,80.73,17604.47
Company_91,80.86,60.71,51.75,92.99,64,65.41,97.85,75.39,61.32,49.8,90.86,95.86,60.98,28746.07
Company_43,88.34,78.27,88.81,70.34,85.75,58.85,78.33,57.15,80.01,12.8,72.51,71.84,84.82,13077.34
Company_100,81.62,96.83,90.79,90.26,80.47,96.35,78.89,82.66,76.88,68.69,50.76,58.9,85.99,47055.7
Company_100,76.94,55.85,80.86,63.05,59.83,71.57,86.32,74.94,69.75,21.64,65.38,61.67,50.21,21564.17
Company_94,57.53,96.05,71.09,80.66,62.21,79.96,56.7,94.95,57.78,78.2,78.81,97.54,81.39,28342.34
Company_71,50.46,76.96,95.15,98.5,82.67,80.83,83.66,81.09,62.28,98.52,70.39,57.76,98.12,16745.52
Company_67,85.09,53.51,88.63,73.07,53.41,55.31,57.96,90.4,98.7,10.34,77.77,73.91,69.94,35200.2
Company_68,72.08,73.9,85.27,53.26,94.43,62.78,69.56,50.01,89.18,27.28,70.73,96.21,68.75,16380.85
Company_59,98.56,97.25,71.79,70.8,63.38,63.56,65.28,99.45,57.56,75.72,53.41,67.72,94.08,12739.05
Company_70,67,79.66,80.94,84.44,72.98,97.61,94.19,90.24,69.59,48.45,52.43,82.78,61.55,12995.9
Company_33,71.13,66.11,69.92,86.42,56.45,58.4,97.18,58.24,84.78,76.21,98.82,52.34,77.11,21275.23
Company_6,58.46,71.29,81.67,85.05,70.71,86.71,83.35,99.91,85.36,24.07,86.15,67.81,81,34059.5
Company_92,56.66,97.81,98.34,90.36,51.91,68.8,67.49,82.56,93.82,82.61,61.85,72.28,89.53,8532.99
Company_80,67.77,89.29,79.28,84.88,53.13,84.55,53.78,75.1,87.79,25.81,84.61,95.54,74.13,3667.96
Company_79,91.68,94.11,56.68,99.84,95.74,56.09,87.83,50.88,97.9,2.31,78.59,91.31,68.22,10951.65
Company_1,84.7,84.71,89.82,80.54,53.05,61.64,96.28,91.23,90.07,26.04,67.49,69.34,73.92,38176.41
Company_17,83.47,54.61,66.28,95.54,87.94,85.17,62.44,91.59,93.39,92.2,58.3,66.4,73.69,49276.86
Company_96,84.91,87.06,79.68,64.1,90.46,87.42,81.72,72.46,94,90.6,71.68,91.11,79.72,44151.04
Company_49,85.75,94.2,74.22,98.79,60.26,61.36,70.89,91.21,67.59,79.79,50.01,50.07,59.68,21664.63
Company_20,84.76,79.71,56.27,73.06,52.36,95.33,56.42,97.12,74.41,74.7,62.73,56.02,50.89,44502.45
Company_53,97.77,70.84,88.37,94.07,73.91,91.95,53.89,60.16,73.66,32.57,53.58,93.06,70.02,19281.5
Company_45,77.91,75.44,93.94,92.44,93.01,66.54,97.34,68.74,93.27,71.75,79.21,53.51,88.07,44315.49
Company_5,77.51,88.28,52.41,89.76,96.74,67.07,93.85,68.13,88.58,1.12,55.21,71.3,95.82,39900.8
Company_40,90.11,94.92,85.08,76.06,79.29,94.77,50.03,58.79,73.17,71.45,60.33,82.87,53.02,43284.77
Company_52,69.62,65.79,67.49,91.24,98.72,81.82,71.02,84.2,83.48,83.2,90.01,60.09,90.76,43339.63
Company_82,86.04,85.79,63.42,63.66,80.63,71.65,85.43,83.74,59.43,48.82,81,52.3,82.83,13611.01
Company_43,87.59,86.7,64.84,83.35,56.93,74.2,70.48,75.99,84.25,12.52,76.87,98.43,64.5,4121.75
Company_53,95.6,62.86,79.92,70.51,65.62,61.43,65.11,62,66.79,59.83,78.23,72.65,91.72,16424.48
Company_60,62.46,76.48,79.99,80.3,95.98,79.66,63.75,80.85,62.55,42.21,69.99,56.97,65.03,39348.14
Company_78,57.72,73.52,60.17,75.92,84.2,64.23,50,72.64,79.65,30.33,87.6,82.33,99.73,3981.38
Company_23,69.86,79.95,98.34,86.25,72.03,82.9,78.64,73.88,72.02,90.85,72.37,62.62,68.77,14464.67
Company_91,76.13,99.73,89.03,67.9,89.28,71.48,85.44,87.09,60.89,65.81,94.75,51.91,54.12,34369.32
Company_60,59.51,71.09,91.92,76.07,71.37,57.55,73.64,79.8,80.54,9.68,61.69,55.97,55.38,10267.5
Company_92,50.14,57,82.27,61.68,91.92,54.79,70.48,95.47,93.69,19.22,66.96,53.58,72.77,42001.43
Company_71,90.71,86.4,78.3,80.48,78.68,57.92,78.51,74.93,53.43,25.46,74.51,99.88,52.02,49312.17
Company_61,82.92,84.02,82.29,87.67,72.31,63.61,55.95,50.95,60.28,8.86,62.51,93.46,59.53,42076.05
Company_58,91.93,52.79,90.22,98.29,58.39,76.52,50.25,91.74,81.62,17.56,74.18,71.78,54.95,13688.52
Company_30,70.53,96.33,58.47,98.18,71.95,60.94,61.65,57.59,82.44,1.22,94.35,78.27,56.79,28605.94
Company_61,52.33,89.97,83.51,84.48,77.48,76.04,61.17,91.53,86.43,73.56,66.32,99.62,50,3774.51
Company_90,50.68,55.01,99.03,54.4,68.6,99.47,66.51,77.78,89.08,24.99,52.22,81.02,82.42,33252.6
Company_38,99.6,79.72,80.86,57.17,64.21,97.86,73.94,51.64,64.77,25.04,89.24,81.9,83.03,26251.65
Company_9,87.89,54.64,97.13,90.37,51.04,54.73,69.33,66,76.12,31.25,65.46,50.43,59.37,18245.5
Company_64,69.72,79.99,78.05,71.85,94.77,80.24,82.99,83.71,57.07,2.82,85.06,97.01,82.94,32982.54
Company_87,80.96,93.28,90.87,81.74,75.86,67.32,67.93,79.73,86.75,40.62,58.88,86.28,74.22,11613.34
Company_68,55.89,75.83,92.36,89.9,74.55,61.34,55.88,95.03,62.64,66.6,97.95,68.98,78.84,33623.42
Company_22,86.37,57.53,69.45,98.78,82.49,69.36,94.6,74.62,81.8,42.51,91.39,82.79,72.64,36410.53
Company_66,94.03,84.06,77.63,79.21,96.34,80.65,54.23,93.99,76.32,72.26,63.42,51.24,50.66,44235.92
Company_59,76.09,72.37,96.03,54.95,53.63,56.71,53.78,72.6,71.32,49.84,85.11,69.81,87.74,40456.65
Company_95,92.21,84.15,91.97,97.43,70.77,67.73,74.73,53.77,54.67,46.89,79.96,56.1,61.55,24435.21
Company_67,84.67,64.79,86.34,83.38,74.82,84.97,76.86,94.14,55.45,98.5,63.76,68.56,50.85,16743.91
Company_7,56.88,96.5,91.78,75.41,81.95,64.51,79.93,50.16,79.2,29.7,63.92,79.4,58.08,28683.16
Company_62,80.78,84.08,50.44,50.09,81.23,93.55,84.63,74.4,99.44,74.36,99.97,92.63,68.86,49014.11
Company_92,84.2,60.17,90.06,86.69,56.26,55.5,59.06,62.06,66.53,59.23,81.63,81.8,89.53,24666.7
Company_81,74.41,88.35,68.97,88.44,55.09,97.97,78.9,58.18,86.35,59.29,74.71,98.72,70.17,40796.77
Company_33,58.07,73.71,84.39,52.09,54.59,77.15,59.73,67.05,85.42,48.36,65.35,96.46,76.69,12337.93
Company_98,67.92,97.65,60.38,77.19,59.61,85.34,75.57,61.11,73.16,23.83,81.2,79.9,80.45,14876.47
Company_82,54.24,65.64,77.98,74.42,76.31,73.9,62.95,99.92,95.26,50.5,54.22,93.36,64.3,10924.12
Company_52,51.09,99.83,60.75,95.88,95.72,68.48,93.78,92.01,55.85,88.09,52.35,54.16,80.89,49058.76
Company_71,55.81,68.58,69.37,95.07,98.67,78.35,57.4,91.13,97.99,95.33,98.28,58.75,67.92,4095.29
Company_86,54.49,80.92,77.01,97.69,84.19,95.26,75.64,88.38,70.1,65.52,54.76,51.11,53.51,34596.72
Company_38,96.22,91.39,93.71,59.05,81.97,93.9,58.28,83.09,54.23,12.66,79.75,57.57,51.79,5155.58
Company_54,60.91,96.63,70.57,98.96,57.24,53.23,78.43,63.25,55.52,20.82,64.64,74.94,89.69,4933.22
Company_85,85.76,86.37,55.08,53.56,59.52,58.71,61.91,84.08,65.66,28.55,73.59,86.24,84.95,17866.4
Company_12,91.92,96.2,99.63,75.17,89.42,57.57,91.7,65.91,98.78,36.38,73.34,95.01,88.4,44366.39
Company_43,94.33,57.75,85.26,66.65,51.93,80.22,85.58,98.02,67.87,64.9,60.06,66.31,83.11,36639.65
Company_37,58.47,96.84,89.07,71.4,57.28,77.84,69.19,85.58,83.5,14.6,96.63,63.05,59.53,4504.79
Company_100,97.7,82.24,53.29,52.57,81.46,50.59,52.15,65.31,66.1,15.92,76.02,82.47,71.44,24422.72
Company_83,52.93,98.41,89.17,63.86,51.69,81.31,54.68,79.79,74.94,89.63,69.07,99.88,81.83,42461.16
Company_24,50.81,77.56,62.86,53.31,51.21,65.68,98.91,66.76,74.22,32.15,59.45,64.92,89.74,34858.34
Company_31,69.07,51.95,62.61,70.86,72.93,86.39,74.3,53.71,65.93,8.05,55.4,66.89,74.42,22152.7
Company_69,90.47,94.38,86.23,65.23,73.55,88.99,73.37,67.6,76.75,98.51,73.64,89.23,87.21,18115.41
Company_13,57.13,91.93,51.09,85.53,76.3,79.92,76.25,77.07,83.52,31.24,92.69,63.78,92.63,25920.97
Company_95,57.71,69.69,69.22,70.11,76.2,88.27,61.81,70.74,72.72,17.25,58.76,72.95,77.23,13163.9
Company_96,62.85,60.83,90.05,88.85,50.72,90.24,73.08,78.26,68.82,12.24,51.12,92.85,61.81,42547.12
Company_2,81.82,59.98,77.11,59.46,92.11,80.87,52.69,57.09,63.11,37.67,80.81,66.89,77.42,29560.16
Company_78,91.09,58.47,58.98,95.34,81.3,96.58,58.94,67.23,87.06,81.43,98.64,56.64,76.86,14702.92
Company_49,91.02,74.71,79.17,57.99,56.44,96.49,80.81,73.89,57.77,16.01,59.59,50.44,94.22,47559.92
Company_64,65.48,86.2,65.19,81.14,81.58,58.21,98.92,77.95,90.11,38.5,98.19,60.12,80.34,24766.75
Company_92,79.71,59.99,93.11,80.44,73.76,76.86,96.1,59.49,57.62,23.75,56.82,75.45,91.38,21202.5
Company_59,84.26,88.2,59.48,55.27,57.78,74.32,91.49,90.51,51.6,27.37,55.25,84.15,68.88,27905.86
Company_60,59.07,87.7,57.8,83.86,74.03,88.29,96.76,92.49,90.8,99.58,72.7,92.4,78.7,28176.28
Company_96,62.66,75.27,53.03,58.09,60.03,88.91,88.2,87.51,89.26,24.41,93.56,98.11,92.85,28850.44
Company_75,84.09,52.43,58.1,95.34,54.6,53.71,85.73,69.13,99.59,80.14,94.98,54.09,93.79,3965.31
Company_96,65.4,78.84,96.94,96.94,99.77,96.5,87.5,58.81,70.46,84.95,64.75,86.6,86.11,25402.9
Company_4,53.73,76.25,78.2,92.9,93.12,52.76,81.41,78.96,84.7,55.85,75.16,87.77,85.8,23873.76
Company_14,57.17,75.33,84.82,69.17,99.98,95.93,58.43,60.88,97.97,5.38,66.64,58.88,95.87,5485.07
Company_89,96.32,63.87,71.62,57.38,86.92,95.5,65.54,51.28,50.32,12.39,90.87,76.4,79.53,12472.4
Company_7,76.96,66.61,73.87,71.55,54.86,82.18,87.32,55.44,99.89,50.79,52.54,72.88,71.62,21351.19
Company_62,78.27,71.47,71.29,53.15,87.77,99.24,59.38,80.55,54.51,67.09,73.49,53.07,79,2367.11
Company_8,56.74,51.16,87.02,66.29,96.81,69.5,82.47,54.84,82.96,53.77,69.13,58.07,98.07,6712.27
Company_25,81.43,81.74,74.99,68.98,66.68,88.84,53.49,78.29,71.95,36.09,91.88,67.94,83.52,10129.12
Company_3,64.14,89.91,69.77,61.01,71.76,72.59,93.83,50.78,71.46,50.04,96.17,73.37,56.36,35681.34
Company_84,61.6,78.05,99.92,93.02,55.92,86.64,56.93,95.52,59.05,88.95,65.79,86.81,82.71,8476.94
Company_41,62.85,71.31,61.15,87.6,81.88,76.42,55.6,51.33,63.6,79.23,92.44,96.96,90.74,37494.89
Company_65,63.06,95.57,77.06,98.99,52.16,97.19,85.33,78.48,64.2,23.48,70.96,96.15,62.16,14628.21
Company_83,87.03,69.81,66,72.7,79.61,80.54,59.03,80.87,69.25,61.05,66.62,94.31,98.73,32740.77
Company_63,75.86,96.1,55.67,62.39,81.37,51.06,60.06,91.36,92.17,52.73,89.64,56.29,94.99,3033.12
Company_17,58.67,68.46,60.94,87.99,77.66,54.9,74.07,60.28,65.87,60.61,69.25,56.29,58.67,27584.41
Company_95,84.63,68.16,76.77,99.74,87.33,57.09,85.43,92.13,52.96,83.62,57.72,76.73,70.18,25171.8
Company_34,71.53,75.17,79.44,89.67,93.06,82.22,94.67,88.93,76.74,42.47,51.11,54.34,69.81,20995.02
Company_40,97.7,63.11,59.48,52.09,64.16,79.99,61.62,53.93,73.4,75.03,99.68,99.91,71.26,19303.44
Company_27,78.43,67.47,62.62,68.98,71.14,73.1,95.29,99.87,74.7,16.33,70.46,78.41,54.72,39046.9
Company_11,59.72,81.48,78.77,75.96,56.52,62.85,63.68,57.95,65.04,95.91,72.59,92.51,63.43,19805.05
Company_99,59.66,51.92,97.48,82.93,55.69,51.88,77.04,83.94,53.41,38.76,75.35,51.87,61.07,5051.74
Company_12,66.79,75.46,65.23,56.41,78.61,91.2,72.78,83.25,93.17,2.14,94.97,60.52,94.04,19223.52
Company_71,60.75,94.66,61.51,92.09,62.77,96.12,60.41,82.9,96.7,80.4,90.55,84.92,75.75,1260.79
Company_43,58.2,88.01,86.5,80.5,76.62,72.94,86.21,66.06,61.05,5.1,93.27,62.83,53.98,43448.97
Company_68,55.09,78.62,98.75,58.12,65.43,71.55,80.45,77.15,95.96,56.49,70.59,86.76,63.82,31455.65
Company_17,51.37,78.42,55.68,76.66,60.35,55.33,86.99,87.75,59.59,14.31,96.83,62.09,60.88,13252.41
Company_64,92.5,75.02,98.73,67.25,66.4,59.84,94.3,59.95,52.6,18.27,74.9,51.49,97.65,42003.64
Company_92,77.32,52.96,88.44,84.17,92.37,91.49,51.05,86.44,90.34,70.78,71.88,72.95,84.51,44777.34
Company_61,88.27,59.53,84.64,61.51,92.86,63.54,81.45,78.2,77.83,62.86,90.22,86.05,87.14,43513.41
Company_23,94.27,97.83,70.87,68.02,88.44,73.16,95.84,77.45,68.12,38.71,87,53.09,95.44,47214.5
Company_80,52.33,85.82,78.53,96.05,55.5,97.12,97.83,88.87,84.52,38.33,70.42,83.86,80.53,32252.79
Company_17,97.09,74.53,57.82,98.69,51.99,80.02,53.07,76.94,52.53,4.01,75.56,78.54,88.94,24800.39
Company_95,71.69,75.63,70.04,94.09,89.77,96.48,82.65,56.98,91.01,67.39,84.59,87.39,86.52,19500.93
Company_83,75.77,56.36,51.81,84.88,61.41,54.82,55.64,53.3,81.78,46.09,56.55,68.09,94.47,33589.42
Company_27,58.76,57.42,74.53,86.32,74.94,79.79,85.81,83.94,78.57,34.62,64.48,76.82,59.99,31421.69
Company_36,73.02,51.99,53.4,78.6,71.55,61.81,67.81,51.07,90.18,58.29,68.07,77.2,71.76,9890.93
Company_19,84.74,93.17,99.51,99.44,95.78,95.22,57.02,78.36,59.81,12.69,81.54,86.41,53.97,1184.99
Company_34,83.73,95.54,71.43,80.31,51.53,59.56,69.17,78.94,65.63,75.43,79.75,88.35,56.85,36187.89
Company_28,83.9,97.54,97.2,79.11,79.18,69.9,87.5,63.74,72.1,3.11,87.7,85.29,68.27,13112.28
Company_75,95.6,67.33,83.78,88.72,61.5,98.52,97.01,55.46,76,27.05,86.53,53.2,69.54,40241.98
Company_34,86.86,97.3,56.73,68.34,87.95,52.45,89.81,70.28,80.38,97.92,91.49,82.6,97.29,42346.84
Company_14,75.75,83.18,96.13,90.74,53.04,80.62,66.53,75.22,79.01,25.67,98.29,94.94,60.32,3218.87
Company_5,80.38,78.46,74.58,77.03,55.04,60,77.04,67.63,62.86,52.06,72.63,55.2,58.92,7013.62
Company_32,94.54,59.26,59.78,62.85,55.1,94.77,59.69,59.22,61.94,74.19,71.95,95.79,58.61,36257.1
Company_45,80.45,76.73,81.3,97.9,79.84,53.34,57.79,53.89,86.07,14.56,96.61,82.02,66.65,11094.11
Company_3,69.19,66.76,82.17,52.4,97.18,61.7,53.96,83.4,71.3,36.92,82.95,88.97,76.66,34206.07
Company_42,53.62,91.95,83.57,79.09,99.63,56.37,73.52,65.9,68.36,69.22,86.32,90.94,65.55,22002.09
Company_32,66.21,59.3,71.7,96.22,95.94,76.08,63.69,84.98,72.56,82.05,94.93,76.25,61.37,13898.55
Company_85,72.48,51,74.8,50.2,50.78,96.2,50.06,73.03,64.75,88.46,79.77,67.97,76.62,10930.67
Company_12,90.21,79.89,83.4,61.31,59.24,93.84,54.42,60.96,90.53,1.62,68.66,62.89,92.36,9109.61
Company_41,51.81,51.18,55.76,63.56,54.66,72.5,66.42,95.95,50.23,97.37,86.72,95.86,73.33,36340.83
Company_96,73.7,59.07,86.04,52.53,96.04,79.1,56.96,96.93,51.52,48.74,62.64,94.94,61.71,6837.99
Company_37,50.31,80.94,85.99,61.75,95.48,70.12,66.56,89.76,83.87,46.79,76.75,83.5,93.99,11679.43
Company_100,72.87,54.53,81.68,58.3,72.41,69.02,72.58,85.75,60.56,56.33,72.52,87.22,86.02,27524.28
Company_1,58.02,72.91,82.22,92.61,80.84,80.67,84.14,61.93,74.93,51.58,71.05,76.5,74.31,6277.51
Company_4,59.87,58.07,52.33,57.69,95.22,88.91,75.57,77.2,64.15,40.17,63.63,55.34,95.07,27335.97
Company_74,95.47,51.93,66.16,52.17,79.09,60.44,94.32,81.36,77.9,1.56,98.07,69.27,81.85,39575.96
Company_35,82.79,99.56,58.9,66.97,81.13,59.79,59.89,88.73,56.33,84.93,90.47,78.23,95.84,43883.41
Company_44,58.53,96.98,50.39,69.93,96.75,81.07,65.04,77.92,67.56,10.96,65.75,89.63,62.85,33691.23
Company_29,84.62,63.64,93.56,71.12,90.36,79.65,88.29,95.49,59.73,47.16,89.31,87.72,53.66,44990.26
Company_53,63.41,60.15,74.05,94.76,76.46,77.99,89.14,95.33,96.42,35.79,55.1,64.4,71.78,5880.92
Company_60,68.43,66.96,81.18,58.12,90.54,71.38,58.18,53.11,50.44,12.8,75.29,86.45,87.18,8173.86
Company_54,93.66,66.3,79.71,69.15,85.18,83.43,63.62,74,75.33,70.82,60.32,72.53,82.26,20069.45
Company_31,52.45,93.79,63.55,96.9,77.32,89.63,79.32,71.7,97.05,73.99,53.12,84.03,77.15,18614.07
Company_73,50.24,68.93,74.15,59.86,52.41,91.64,61.16,73.76,81.51,72.65,91.62,66.14,80.32,15210.99
Company_93,62.93,93.82,53.84,63.83,54.77,92.72,52.71,87.91,75.04,58.1,62.21,63.24,67.35,44134.17
Company_88,81.92,86.64,79.93,82.92,67.72,64.91,53.28,70.61,53.62,34.07,70.71,56.48,68.48,30682.33
Company_64,52.39,53.58,83.35,97.59,56.63,55.67,59.79,52.61,61.98,38.62,74.94,67.77,96.38,34571.21
Company_54,59.16,62.27,65.08,98.54,51.05,70.06,60.32,77.78,99.08,61.28,94.66,67.01,94.75,26129.49
Company_64,68.87,63.39,59.34,98.01,79.14,80.22,56.91,87.81,81.62,97.29,81.69,68.39,57.84,9920.6
Company_20,97.66,82.55,56.64,55.13,51.43,84.21,74.31,93.99,96.36,50.31,97.2,72.76,84.61,40602.64
Company_66,51.42,66.43,65.35,97.94,95.65,66.98,83.49,56.59,85.1,32.13,69.43,66.89,67.74,30766.78
Company_40,79.32,68.47,89.55,70.21,57.73,55.59,91.05,52.28,53.54,5.03,86.25,72.03,81.35,28412.63
Company_63,70.2,50.39,76.6,77.03,77.26,50.18,76.49,64.64,80.53,14.88,96.74,89.35,54.11,2424.48
