Company,Financial_Instrument,Stock_Exchange,Investment_Amount,Currency,Investment_Date
Company_1,Swaps,JPX,7789010.74,CAD,2010-10-01
Company_25,Swaps,NASDAQ,5544748.66,CNY,2020-03-01
Company_21,Options,TSX,852049.87,CAD,2023-05-05
Company_98,Options,NASDAQ,988372.13,INR,2012-07-20
Company_77,Mortgages,NSE,3984339.58,INR,2012-07-09
Company_73,Equities,NYSE,8809663.94,JPY,2016-10-11
Company_50,Fixed Income,HKEX,4794286.36,EUR,2023-05-10
Company_15,Commitments,JPX,9756270.51,CAD,2016-06-20
Company_31,Swaps,NYSE,3759763.81,JPY,2013-09-10
Company_83,Equities,HKEX,5218028.01,CNY,2013-12-07
Company_33,Options,NASDAQ,8781253.15,AUD,2023-02-28
Company_52,Commodities,BSE,2910963.71,USD,2022-08-18
Company_55,Equities,NYSE,6121260.86,INR,2017-08-15
Company_35,Commodities,NASDAQ,6841779.84,AUD,2022-03-05
Company_61,Mortgages,TSX,2664075.24,EUR,2011-10-18
Company_21,Bonds,LSE,8115221.79,USD,2018-02-28
Company_32,Bonds,ASX,8257674.7,AUD,2016-12-15
Company_89,Derivatives,NSE,2173332.5,CAD,2020-05-02
Company_73,Mortgages,NSE,8525455.74,USD,2022-06-04
Company_34,Commitments,NSE,7693077.35,EUR,2016-12-24
Company_99,Commitments,HKEX,1460199.01,AUD,2019-11-02
Company_50,Futures,NYSE,4891925.03,USD,2020-01-05
Company_35,Mortgages,TSX,3318480.21,AUD,2017-09-21
Company_42,Swaps,BSE,7596292.06,EUR,2020-06-18
Company_49,Mortgages,JPX,3565324.54,JPY,2012-12-08
Company_28,Commitments,SSE,9355724.73,CNY,2014-12-09
Company_56,Commodities,NSE,3996802.41,GBP,2019-03-09
Company_6,Bonds,ASX,8749541.18,AUD,2012-02-05
Company_5,Mortgages,JPX,3217640.76,JPY,2013-09-01
Company_26,Futures,LSE,2716700.35,AUD,2021-03-11
Company_40,Bonds,BSE,1570573.25,INR,2018-09-07
Company_15,Bonds,BSE,9662560.05,GBP,2021-03-09
Company_45,Options,BSE,9196378.41,USD,2014-09-17
Company_42,Commodities,NSE,5383614.17,AUD,2023-01-22
Company_82,Options,JPX,3010579.29,CAD,2011-02-27
Company_6,Futures,SSE,9312694.71,CAD,2019-09-20
Company_47,Bonds,NSE,7351192.28,GBP,2012-08-23
Company_5,Futures,NYSE,7410087.6,CNY,2023-07-01
Company_93,Swaps,ASX,7186923.98,USD,2017-06-25
Company_58,Bonds,LSE,4867276.33,CNY,2020-02-04
Company_22,Options,BSE,5915793.42,GBP,2012-03-01
Company_64,Equities,LSE,5886505.09,CAD,2017-08-18
Company_75,Options,LSE,7478225.19,INR,2016-11-15
Company_63,Swaps,NSE,9637309.4,AUD,2010-07-17
Company_10,Commodities,TSX,390073.86,CNY,2013-09-11
Company_95,Derivatives,LSE,8230639.42,AUD,2015-03-10
Company_14,Equities,NASDAQ,7667391.51,EUR,2017-08-22
Company_84,Swaps,ASX,5943013.71,JPY,2023-12-14
Company_16,Options,ASX,3890596.01,GBP,2023-01-03
Company_69,Bonds,NASDAQ,9737727.66,AUD,2020-06-04
Company_96,Bonds,NSE,1376864.92,CNY,2021-03-14
Company_46,Futures,BSE,1203931.93,JPY,2015-01-06
Company_29,Mortgages,HKEX,724796.04,GBP,2012-04-12
Company_39,Options,NYSE,6446930.0,EUR,2014-10-13
Company_5,Futures,NASDAQ,6901330.7,AUD,2017-09-12
Company_28,Options,NYSE,7554455.35,INR,2019-05-03
Company_93,Commitments,HKEX,2348577.82,JPY,2014-09-10
Company_15,Swaps,SSE,9096831.13,JPY,2023-07-25
Company_10,Options,TSX,5321836.16,GBP,2010-02-18
Company_47,Bonds,ASX,7781529.47,AUD,2015-04-10
Company_21,Bonds,LSE,6554512.24,INR,2021-12-01
Company_96,Fixed Income,TSX,9377663.63,GBP,2020-09-23
Company_20,Equities,TSX,3835991.35,JPY,2011-12-27
Company_18,Commitments,NASDAQ,6667988.64,CNY,2019-12-08
Company_16,Equities,LSE,7831652.97,INR,2013-11-10
Company_76,Commitments,NYSE,8603835.49,JPY,2014-03-03
Company_27,Mortgages,SSE,9508876.49,INR,2022-03-14
Company_88,Commodities,SSE,2105864.92,CNY,2018-02-09
Company_88,Derivatives,SSE,2501347.25,USD,2010-03-06
Company_79,Options,HKEX,7709922.01,CNY,2010-07-11
Company_96,Commitments,JPX,913389.95,JPY,2018-03-27
Company_95,Mortgages,TSX,2819059.02,GBP,2021-05-10
Company_96,Mortgages,TSX,6411532.43,EUR,2019-09-09
Company_49,Fixed Income,BSE,9085313.78,INR,2020-06-14
Company_21,Bonds,NASDAQ,1885443.75,JPY,2016-03-21
Company_9,Commitments,NSE,5444224.2,CNY,2014-11-07
Company_39,Equities,NSE,7422469.13,GBP,2018-11-15
Company_87,Futures,ASX,6303931.62,GBP,2018-08-08
Company_49,Fixed Income,NSE,5847412.04,JPY,2010-12-04
Company_28,Commodities,BSE,5500453.09,CAD,2018-03-05
Company_22,Derivatives,HKEX,2903808.83,JPY,2016-05-27
Company_38,Bonds,NYSE,6486773.19,EUR,2011-04-21
Company_18,Fixed Income,ASX,8402357.68,USD,2012-02-07
Company_45,Commitments,LSE,3087396.7,CAD,2023-10-25
Company_78,Swaps,LSE,8875828.33,JPY,2020-07-15
Company_54,Commodities,NYSE,8870086.36,CNY,2019-11-10
Company_23,Swaps,BSE,5474682.21,USD,2012-11-17
Company_19,Options,NSE,1004497.96,CAD,2013-01-07
Company_94,Commitments,BSE,3416575.23,JPY,2019-04-22
Company_32,Commitments,LSE,952200.07,EUR,2013-11-17
Company_68,Derivatives,HKEX,1950085.35,USD,2018-09-17
Company_35,Derivatives,NSE,6223640.74,AUD,2017-01-13
Company_57,Swaps,ASX,111974.32,CNY,2018-07-23
Company_98,Mortgages,NSE,2277582.61,CAD,2020-11-05
Company_1,Futures,NYSE,4214302.44,AUD,2011-04-21
Company_49,Commodities,SSE,6394113.26,INR,2015-05-02
Company_46,Fixed Income,NASDAQ,6142137.65,USD,2019-07-15
Company_76,Equities,SSE,8063636.29,CAD,2019-04-13
Company_66,Mortgages,TSX,9892978.44,JPY,2014-04-04
Company_68,Swaps,LSE,805810.38,JPY,2010-11-19
Company_19,Derivatives,BSE,4421324.16,CNY,2021-04-04
Company_64,Equities,TSX,2480341.32,CNY,2010-08-28
Company_27,Swaps,HKEX,1238632.86,CNY,2013-10-25
Company_47,Futures,NASDAQ,1163511.52,CNY,2011-09-10
Company_70,Fixed Income,HKEX,1767083.0,JPY,2010-08-18
Company_25,Swaps,NYSE,4430729.2,CAD,2023-04-08
Company_48,Bonds,NSE,1549014.12,AUD,2013-09-28
Company_27,Futures,JPX,9414699.8,GBP,2014-01-19
Company_16,Commitments,NASDAQ,7467277.64,CNY,2010-10-04
Company_38,Derivatives,HKEX,221833.35,CNY,2015-05-07
Company_13,Commodities,ASX,2412022.88,USD,2015-11-16
Company_64,Bonds,SSE,5553784.68,USD,2023-12-21
Company_7,Swaps,NSE,2099701.18,USD,2010-08-10
Company_7,Commitments,LSE,2352728.8,CNY,2016-05-28
Company_97,Futures,LSE,4597389.62,GBP,2010-07-08
Company_50,Bonds,NASDAQ,9662836.71,EUR,2018-08-28
Company_66,Futures,TSX,3893970.62,GBP,2019-10-01
Company_39,Fixed Income,BSE,7125157.94,INR,2018-12-05
Company_8,Bonds,NASDAQ,4562753.82,CAD,2016-11-19
Company_68,Commodities,JPX,9905826.07,JPY,2016-08-02
Company_59,Mortgages,TSX,1266183.77,JPY,2014-11-09
Company_84,Derivatives,HKEX,8222454.15,CNY,2010-08-16
Company_43,Derivatives,BSE,9064546.0,GBP,2023-10-06
Company_27,Commodities,ASX,9704097.15,GBP,2017-08-20
Company_57,Derivatives,JPX,5208201.87,USD,2016-05-25
Company_40,Futures,NASDAQ,7464296.65,JPY,2012-01-26
Company_85,Mortgages,HKEX,4939993.13,CAD,2020-06-28
Company_68,Commodities,BSE,7626533.2,INR,2016-01-04
Company_58,Mortgages,NASDAQ,6186099.74,GBP,2011-10-17
Company_27,Futures,BSE,7929917.68,EUR,2016-06-23
Company_64,Bonds,JPX,7242497.78,JPY,2020-11-26
Company_29,Commodities,ASX,4531082.5,CNY,2020-02-04
Company_68,Mortgages,NASDAQ,6816552.35,USD,2020-06-20
Company_64,Options,NASDAQ,3226915.62,JPY,2023-09-24
Company_97,Mortgages,ASX,8287709.59,CAD,2013-05-25
Company_53,Commitments,BSE,5946798.02,USD,2010-06-09
Company_2,Mortgages,ASX,1483732.81,USD,2014-06-15
Company_75,Equities,NSE,6613120.9,EUR,2016-04-13
Company_13,Commodities,LSE,9676620.39,CNY,2023-08-03
Company_57,Options,TSX,3565815.43,AUD,2019-04-20
Company_97,Equities,TSX,3157091.78,INR,2017-03-09
Company_31,Fixed Income,ASX,2797540.03,AUD,2014-03-08
Company_75,Swaps,LSE,7954329.56,INR,2019-09-12
Company_20,Bonds,NSE,9573183.06,JPY,2016-10-18
Company_20,Futures,TSX,1423292.35,INR,2011-04-10
Company_5,Fixed Income,HKEX,3554566.75,INR,2020-11-18
Company_19,Futures,JPX,2619667.24,INR,2015-06-15
Company_14,Options,TSX,8227594.33,CNY,2012-01-06
Company_78,Futures,LSE,3389633.29,JPY,2014-07-28
Company_75,Bonds,TSX,5649707.17,CAD,2011-12-07
Company_73,Fixed Income,NYSE,6812769.58,GBP,2017-12-06
Company_71,Bonds,NYSE,1452540.17,INR,2013-01-11
Company_39,Bonds,HKEX,6038591.96,EUR,2016-02-19
Company_87,Swaps,ASX,5313081.95,EUR,2013-04-16
Company_93,Futures,NSE,2743285.61,USD,2011-01-09
Company_29,Commitments,JPX,6980732.04,EUR,2012-01-23
Company_2,Futures,NYSE,7384398.29,JPY,2017-12-12
Company_73,Commodities,NYSE,1823518.84,CNY,2013-06-21
Company_28,Commodities,NASDAQ,4656693.2,CAD,2010-02-26
Company_27,Futures,BSE,2174847.47,INR,2021-08-05
Company_100,Equities,JPX,7829994.45,CAD,2010-11-15
Company_29,Bonds,HKEX,4250848.77,AUD,2010-08-06
Company_42,Mortgages,TSX,8208123.78,USD,2020-09-26
Company_21,Equities,NASDAQ,4179798.18,CAD,2011-06-08
Company_45,Fixed Income,HKEX,6955212.2,AUD,2023-05-16
Company_40,Commitments,HKEX,9511209.63,AUD,2011-08-21
Company_62,Equities,NASDAQ,962918.57,AUD,2012-11-17
Company_59,Commodities,HKEX,5455286.41,AUD,2018-08-15
Company_42,Fixed Income,LSE,375851.08,USD,2010-08-04
Company_79,Commodities,JPX,987509.01,AUD,2017-02-22
Company_69,Derivatives,NYSE,4877983.85,JPY,2014-10-02
Company_18,Derivatives,NYSE,8293532.74,GBP,2017-12-22
Company_26,Commodities,NYSE,3906537.39,CAD,2014-01-11
Company_81,Equities,TSX,7025831.75,CAD,2015-04-15
Company_25,Commitments,HKEX,2063433.41,GBP,2012-09-20
Company_34,Commitments,LSE,6205293.54,INR,2021-07-28
Company_48,Fixed Income,ASX,3191038.0,AUD,2018-09-10
Company_90,Commodities,NYSE,7729228.9,GBP,2011-11-21
Company_63,Commodities,BSE,1355075.17,GBP,2020-08-21
Company_12,Derivatives,JPX,777628.61,EUR,2020-02-25
Company_24,Commodities,NSE,734033.38,INR,2010-10-26
Company_47,Commodities,NASDAQ,2942715.5,GBP,2022-09-04
Company_85,Commitments,NASDAQ,5560073.38,CNY,2023-12-04
Company_80,Mortgages,NYSE,5404838.25,CAD,2010-02-02
Company_22,Bonds,TSX,7582415.53,EUR,2015-07-23
Company_45,Swaps,JPX,9736062.39,USD,2017-10-24
Company_63,Commodities,TSX,6722475.21,CAD,2014-06-28
Company_2,Commitments,NSE,557784.78,INR,2020-11-11
Company_74,Fixed Income,TSX,6688659.9,AUD,2023-11-13
Company_95,Options,LSE,9842031.14,INR,2016-06-09
Company_45,Commitments,JPX,2276344.5,INR,2019-04-13
Company_45,Commitments,LSE,6918729.32,AUD,2018-06-24
Company_40,Equities,BSE,9645293.46,GBP,2021-11-12
Company_46,Bonds,HKEX,3521767.25,CAD,2015-09-05
Company_37,Fixed Income,NYSE,3659078.82,GBP,2022-01-20
Company_92,Bonds,NSE,2511156.99,INR,2022-04-07
Company_67,Options,BSE,7898098.76,EUR,2011-02-11
Company_48,Bonds,SSE,1027724.46,CAD,2013-05-09
Company_34,Equities,NSE,265008.97,JPY,2023-04-22
Company_64,Fixed Income,NYSE,3309334.73,GBP,2012-06-05
Company_31,Equities,JPX,9945583.01,JPY,2015-01-22
Company_41,Bonds,JPX,7662306.22,GBP,2016-11-07
Company_19,Options,LSE,7811973.35,INR,2010-07-15
Company_24,Swaps,NYSE,285333.72,EUR,2016-11-04
Company_11,Swaps,SSE,6542790.47,JPY,2017-01-23
Company_19,Futures,ASX,1671948.06,GBP,2012-11-04
Company_46,Futures,LSE,7435634.21,AUD,2016-06-27
Company_48,Options,LSE,4223082.74,GBP,2019-10-09
Company_58,Swaps,HKEX,744637.75,GBP,2022-09-28
Company_18,Fixed Income,SSE,1391195.85,USD,2019-09-11
Company_96,Commitments,TSX,2461423.87,CNY,2014-10-03
Company_32,Equities,TSX,231287.15,CNY,2013-05-04
Company_92,Options,BSE,5924700.29,CNY,2016-08-14
Company_32,Equities,TSX,3749012.51,USD,2020-09-11
Company_57,Equities,NASDAQ,9283102.45,GBP,2014-08-13
Company_67,Commodities,NASDAQ,6481353.64,JPY,2019-11-24
Company_13,Derivatives,SSE,419282.6,INR,2016-12-05
Company_80,Equities,BSE,2565348.73,INR,2017-03-15
Company_22,Mortgages,SSE,1835979.74,AUD,2019-09-13
Company_67,Fixed Income,NYSE,9863561.93,CAD,2021-01-13
Company_57,Mortgages,NYSE,5834497.49,EUR,2011-10-27
Company_15,Fixed Income,HKEX,4635333.4,JPY,2019-10-06
Company_94,Equities,JPX,2265962.96,USD,2012-12-21
Company_13,Swaps,JPX,4548770.16,INR,2010-05-09
Company_92,Options,ASX,8859064.94,CNY,2020-07-27
Company_25,Fixed Income,HKEX,5371697.51,AUD,2016-10-25
Company_80,Commitments,SSE,2026040.06,JPY,2011-06-17
Company_40,Mortgages,ASX,4177659.52,AUD,2012-10-08
Company_71,Fixed Income,NASDAQ,8655103.47,CAD,2019-12-06
Company_36,Commodities,NYSE,7580367.46,EUR,2015-10-17
Company_7,Commodities,LSE,5296079.45,AUD,2022-08-17
Company_98,Futures,TSX,807741.46,INR,2017-03-28
Company_77,Commodities,NASDAQ,2390172.02,CNY,2020-07-14
Company_60,Futures,JPX,9898507.4,EUR,2012-07-16
Company_45,Futures,SSE,5493497.85,GBP,2020-03-20
Company_61,Commitments,BSE,9277368.36,USD,2018-08-15
Company_50,Options,BSE,8441958.5,CAD,2020-11-10
Company_65,Bonds,BSE,1564907.6,EUR,2018-02-11
Company_90,Options,LSE,3889699.9,GBP,2014-04-20
Company_89,Fixed Income,ASX,5933680.93,EUR,2010-10-23
Company_5,Options,HKEX,6738288.19,INR,2017-08-11
Company_42,Commodities,SSE,6231074.11,JPY,2020-10-25
Company_87,Bonds,JPX,2322257.82,JPY,2010-11-24
Company_76,Fixed Income,HKEX,3653039.68,GBP,2019-11-13
Company_14,Swaps,SSE,907155.06,INR,2020-06-22
Company_28,Fixed Income,NSE,2101502.52,JPY,2010-11-17
Company_23,Commodities,BSE,8435346.61,EUR,2023-03-16
Company_61,Options,NASDAQ,6964645.45,INR,2021-06-19
Company_23,Swaps,SSE,8720190.75,CAD,2020-03-02
Company_24,Commodities,SSE,180987.84,JPY,2012-10-25
Company_49,Commitments,LSE,3299443.7,USD,2013-02-14
Company_59,Swaps,JPX,4135594.58,USD,2017-11-18
Company_60,Commodities,NASDAQ,5862019.31,CAD,2018-09-28
Company_97,Bonds,BSE,847829.57,AUD,2015-06-02
Company_41,Futures,ASX,3200485.08,USD,2011-08-14
Company_41,Commodities,JPX,6922815.14,CNY,2022-11-19
Company_75,Commodities,SSE,9034830.26,JPY,2021-07-17
Company_63,Mortgages,JPX,4650188.56,INR,2014-07-10
Company_99,Fixed Income,NYSE,8557839.81,INR,2011-12-18
Company_73,Equities,NYSE,3400551.93,INR,2016-05-28
Company_62,Commodities,NASDAQ,7744102.43,CNY,2011-06-03
Company_30,Fixed Income,ASX,6153419.03,AUD,2023-07-16
Company_48,Bonds,LSE,3635648.08,GBP,2023-09-24
Company_62,Derivatives,LSE,6781695.01,INR,2018-08-09
Company_61,Fixed Income,LSE,8225995.62,AUD,2013-06-08
Company_39,Commodities,NASDAQ,8098112.07,JPY,2017-11-28
Company_78,Commitments,ASX,1308892.46,EUR,2012-05-13
Company_29,Derivatives,HKEX,1045605.21,INR,2010-11-10
Company_24,Equities,SSE,6186280.54,JPY,2011-08-27
Company_69,Swaps,NYSE,1171925.65,JPY,2018-02-12
Company_78,Commitments,NYSE,4303744.99,AUD,2014-12-26
Company_69,Commitments,NASDAQ,4493229.43,EUR,2017-03-02
Company_23,Futures,LSE,9804133.31,CAD,2019-07-02
Company_17,Equities,ASX,666200.57,CAD,2012-01-15
Company_93,Options,NASDAQ,1407482.31,AUD,2013-04-12
Company_62,Swaps,ASX,1103542.46,EUR,2015-12-15
Company_99,Futures,LSE,2500936.3,EUR,2021-10-08
Company_61,Mortgages,SSE,328345.16,USD,2015-09-03
Company_5,Swaps,BSE,6295297.2,EUR,2021-09-12
Company_89,Futures,NYSE,7337626.45,JPY,2023-12-28
Company_88,Fixed Income,LSE,488994.43,JPY,2017-09-28
Company_55,Fixed Income,NYSE,1208580.77,GBP,2021-02-21
Company_13,Commodities,NSE,7078741.96,AUD,2021-09-21
Company_65,Equities,SSE,9823339.94,AUD,2010-10-17
Company_1,Commodities,NASDAQ,3486914.1,AUD,2011-01-12
Company_7,Equities,NSE,6444217.93,AUD,2022-11-04
Company_1,Commodities,ASX,9193013.01,GBP,2010-07-27
Company_66,Bonds,NYSE,4575563.89,GBP,2017-08-21
Company_81,Bonds,LSE,362580.67,USD,2022-01-08
Company_50,Bonds,JPX,6614028.13,USD,2012-08-25
Company_34,Bonds,TSX,2969843.83,EUR,2023-09-16
Company_55,Mortgages,NSE,9247181.16,CNY,2011-12-25
Company_82,Options,HKEX,8933327.23,AUD,2014-12-13
Company_31,Commodities,BSE,3861963.11,CNY,2013-10-04
Company_11,Mortgages,NASDAQ,2637906.91,AUD,2017-08-12
Company_21,Swaps,TSX,4707289.91,AUD,2021-08-02
Company_30,Mortgages,TSX,1352720.78,AUD,2021-11-09
Company_93,Options,NSE,9415461.83,CNY,2023-11-19
Company_91,Bonds,TSX,4839680.55,JPY,2016-03-14
Company_100,Equities,NASDAQ,8206101.71,AUD,2011-03-09
Company_56,Commodities,BSE,6757832.63,JPY,2015-09-19
Company_27,Options,SSE,9841978.56,USD,2021-03-12
Company_91,Equities,NYSE,2876816.29,JPY,2023-08-18
Company_90,Futures,TSX,1928275.57,INR,2016-01-09
Company_80,Commodities,JPX,6742022.45,CNY,2012-07-16
Company_35,Derivatives,ASX,7737306.64,JPY,2016-04-23
Company_16,Options,LSE,6768303.26,GBP,2023-06-25
Company_97,Options,NYSE,7387235.38,CAD,2012-07-24
Company_10,Commitments,TSX,2103851.66,JPY,2019-08-06
Company_41,Derivatives,LSE,6622537.81,USD,2016-01-13
Company_80,Commodities,LSE,3330934.11,GBP,2023-08-08
Company_33,Swaps,NYSE,9250051.23,CAD,2015-02-28
Company_48,Swaps,SSE,1092056.19,EUR,2022-09-05
Company_2,Options,NASDAQ,7589161.02,USD,2015-05-13
Company_44,Equities,LSE,1880926.22,CAD,2017-06-14
Company_88,Derivatives,NSE,8571027.15,CNY,2014-10-11
Company_92,Swaps,NASDAQ,9223661.01,CAD,2022-04-24
Company_68,Commodities,HKEX,4871879.51,CNY,2013-08-20
Company_64,Derivatives,JPX,8128664.85,JPY,2021-06-06
Company_60,Futures,TSX,679530.5,INR,2022-11-01
Company_79,Swaps,JPX,2227143.68,GBP,2022-08-12
Company_38,Fixed Income,TSX,7972038.03,JPY,2019-08-06
Company_58,Commodities,SSE,7233677.03,CAD,2018-09-08
Company_31,Commodities,LSE,3979686.71,AUD,2016-10-27
Company_100,Commodities,JPX,1050578.35,AUD,2016-04-15
Company_6,Commodities,HKEX,8477895.19,CAD,2010-07-26
Company_14,Options,LSE,246464.34,USD,2018-10-05
Company_33,Mortgages,NSE,8285384.69,INR,2018-11-03
Company_14,Commodities,HKEX,7983888.75,INR,2011-12-25
Company_90,Mortgages,HKEX,5377982.23,JPY,2019-02-26
Company_66,Swaps,JPX,687960.96,CNY,2022-02-20
Company_81,Futures,NYSE,3359184.2,USD,2015-04-26
Company_94,Bonds,BSE,3186921.76,INR,2021-08-09
Company_88,Mortgages,NASDAQ,8932792.39,CAD,2020-03-28
Company_20,Futures,SSE,3385598.86,GBP,2011-07-02
Company_11,Options,NYSE,1765903.76,EUR,2018-11-04
Company_29,Derivatives,TSX,7447391.49,GBP,2020-04-24
Company_53,Fixed Income,NYSE,9536505.07,EUR,2022-10-13
Company_33,Mortgages,ASX,6173618.16,JPY,2022-10-10
Company_22,Commodities,NSE,8110821.6,CNY,2013-12-16
Company_44,Equities,NYSE,4431055.09,GBP,2014-07-08
Company_33,Derivatives,TSX,3195403.67,CAD,2023-02-10
Company_56,Options,LSE,6068363.35,CNY,2015-09-12
Company_89,Fixed Income,HKEX,7230305.08,AUD,2014-12-21
Company_13,Mortgages,ASX,5011710.17,EUR,2011-10-24
Company_75,Fixed Income,NSE,7171408.97,CNY,2023-05-21
Company_8,Mortgages,ASX,5742836.88,INR,2023-01-14
Company_44,Swaps,JPX,3306333.83,CAD,2020-10-10
Company_12,Options,NASDAQ,2715388.37,CAD,2012-08-08
Company_94,Commitments,JPX,1925232.26,AUD,2013-09-08
Company_82,Equities,ASX,8041898.3,GBP,2011-02-14
Company_36,Equities,BSE,5401985.85,CNY,2023-03-13
Company_30,Fixed Income,SSE,6870891.46,GBP,2016-06-15
Company_67,Derivatives,LSE,3450890.9,EUR,2012-05-01
Company_13,Commitments,NASDAQ,4984130.85,AUD,2023-09-16
Company_19,Futures,LSE,8144846.56,CNY,2011-09-20
Company_30,Commodities,NSE,3249416.12,CNY,2014-03-06
Company_32,Commitments,LSE,7538266.36,JPY,2022-07-15
Company_45,Bonds,SSE,7074514.77,INR,2013-02-13
Company_28,Commodities,SSE,1154914.66,USD,2011-03-26
Company_57,Options,TSX,7642232.46,USD,2021-05-13
Company_60,Futures,ASX,9670121.72,CAD,2016-04-03
Company_28,Derivatives,NASDAQ,6050154.07,JPY,2012-04-13
Company_33,Mortgages,NYSE,8223883.52,INR,2020-03-10
Company_6,Bonds,TSX,5744075.42,INR,2016-05-25
Company_61,Commodities,HKEX,6404679.65,EUR,2017-02-06
Company_44,Commitments,JPX,1211151.87,EUR,2019-10-18
Company_66,Futures,NSE,7504984.32,EUR,2018-07-05
Company_93,Equities,HKEX,1003157.15,INR,2023-03-04
Company_49,Commodities,NSE,1275862.81,USD,2021-01-26
Company_77,Mortgages,NASDAQ,750957.34,EUR,2019-04-22
Company_72,Fixed Income,SSE,2883743.07,AUD,2012-04-22
Company_68,Futures,BSE,9401380.54,INR,2011-05-05
Company_43,Equities,NSE,612864.65,CNY,2017-07-02
Company_72,Options,BSE,5428540.23,EUR,2020-02-27
Company_100,Swaps,NSE,2486979.42,CNY,2014-10-27
Company_9,Mortgages,TSX,3372850.17,CNY,2021-09-20
Company_72,Mortgages,JPX,4265086.52,INR,2023-10-12
Company_51,Fixed Income,LSE,6286398.55,USD,2015-10-28
Company_68,Commitments,LSE,805876.69,EUR,2014-10-27
Company_17,Mortgages,TSX,1613205.85,EUR,2022-02-19
Company_81,Equities,TSX,936700.85,AUD,2017-03-01
Company_55,Mortgages,NYSE,2897208.02,GBP,2015-02-24
Company_62,Equities,TSX,2763092.63,CNY,2023-04-14
Company_67,Futures,LSE,2725117.93,AUD,2015-03-14
Company_64,Options,JPX,9664596.2,CAD,2015-04-23
Company_67,Fixed Income,HKEX,3119673.42,GBP,2015-04-06
Company_8,Equities,NASDAQ,4920745.39,EUR,2010-06-24
Company_24,Equities,SSE,125445.19,JPY,2020-10-10
Company_62,Futures,SSE,9402119.93,GBP,2018-09-13
Company_69,Equities,ASX,4957268.39,INR,2022-05-06
Company_99,Futures,JPX,325160.37,AUD,2023-09-25
Company_13,Fixed Income,NSE,1591631.49,JPY,2021-03-19
Company_6,Swaps,NSE,1489921.13,JPY,2017-09-25
Company_64,Swaps,HKEX,1302036.95,EUR,2016-08-08
Company_34,Fixed Income,ASX,7077723.13,EUR,2018-01-24
Company_38,Equities,JPX,5036650.33,AUD,2011-09-25
Company_56,Derivatives,LSE,438043.55,JPY,2015-09-24
Company_11,Futures,LSE,1396290.65,CNY,2020-09-17
Company_4,Options,TSX,5429025.01,USD,2023-06-13
Company_3,Bonds,JPX,3911415.1,GBP,2013-05-21
Company_66,Futures,LSE,7794066.91,JPY,2022-12-11
Company_67,Bonds,BSE,6650698.54,AUD,2014-04-04
Company_37,Commitments,JPX,1034357.53,CAD,2023-12-18
Company_77,Bonds,BSE,8698500.64,CNY,2016-11-14
Company_36,Commitments,HKEX,4156929.68,INR,2022-03-14
Company_90,Options,LSE,9481875.36,JPY,2020-04-16
Company_17,Equities,NYSE,6515946.85,CNY,2015-12-24
Company_45,Futures,BSE,8108758.47,INR,2012-08-13
Company_74,Commitments,SSE,1843569.09,GBP,2019-10-12
Company_34,Mortgages,JPX,8691030.26,JPY,2017-10-16
Company_67,Derivatives,TSX,3518753.92,CAD,2010-10-06
Company_21,Fixed Income,NYSE,8139442.71,CNY,2013-07-02
Company_39,Commitments,TSX,8698097.41,AUD,2019-11-06
Company_95,Swaps,NYSE,7962357.04,AUD,2013-12-12
Company_62,Fixed Income,SSE,1689685.86,CAD,2013-12-14
Company_83,Fixed Income,SSE,9870071.93,GBP,2018-07-06
Company_71,Options,ASX,5393940.27,JPY,2014-10-23
Company_39,Options,TSX,974126.37,JPY,2015-03-19
Company_56,Bonds,TSX,6530436.56,AUD,2016-08-10
Company_14,Commitments,JPX,847797.14,CAD,2016-09-13
Company_15,Derivatives,HKEX,3142835.54,AUD,2020-12-04
Company_94,Equities,HKEX,6058743.77,INR,2012-10-07
Company_41,Bonds,NSE,4389131.77,AUD,2010-04-24
Company_86,Commodities,NASDAQ,2775398.89,INR,2019-12-01
Company_64,Fixed Income,TSX,5091455.93,GBP,2013-04-22
Company_70,Options,JPX,7956791.27,INR,2023-01-28
Company_39,Swaps,BSE,753546.49,GBP,2023-10-24
Company_70,Mortgages,NASDAQ,4964417.43,INR,2023-11-14
Company_79,Derivatives,BSE,9140430.1,AUD,2021-08-22
Company_78,Fixed Income,SSE,4508369.15,CNY,2013-06-13
Company_94,Bonds,NYSE,4165434.75,AUD,2010-05-04
Company_45,Fixed Income,BSE,3586952.02,USD,2014-10-01
Company_61,Futures,NASDAQ,3723059.14,GBP,2015-12-03
Company_65,Futures,NSE,1227096.53,AUD,2019-08-15
Company_89,Commodities,SSE,9921554.79,CNY,2011-04-03
Company_31,Commodities,NASDAQ,610006.43,EUR,2010-08-11
Company_49,Mortgages,TSX,1804199.78,CAD,2010-03-10
Company_76,Options,NSE,432224.69,USD,2018-06-17
